time_series,local_time,mach,Time,Cluster,,,,,
0,9.30001,0,9:18:00 AM,Take-Off,,,,,
1,9.30004,0,9:18:00 AM,Take-Off,,,,,
2,9.30006,0,9:18:00 AM,Take-Off,,,,,
3,9.30009,0,9:18:00 AM,Take-Off,,,,,
4,9.30013,0,9:18:00 AM,Take-Off,,,,,
5,9.30015,0,9:18:01 AM,Take-Off,,,,,
6,9.30019,0,9:18:01 AM,Take-Off,,,,,
7,9.30021,0,9:18:01 AM,Take-Off,,,,,
8,9.30024,0,9:18:01 AM,Take-Off,,,,,
9,9.30026,0,9:18:01 AM,Take-Off,,,,,
10,9.30029,0,9:18:01 AM,Take-Off,,,,,
11,9.30032,0,9:18:01 AM,Take-Off,,,,,
12,9.30035,0,9:18:01 AM,Take-Off,,,,,
13,9.30038,0,9:18:01 AM,Take-Off,,,,,
14,9.30041,0,9:18:01 AM,Take-Off,,,,,
15,9.30043,0,9:18:02 AM,Take-Off,,,,,
16,9.30046,0,9:18:02 AM,Take-Off,,,,,
17,9.30049,0,9:18:02 AM,Take-Off,,,,,
18,9.30053,0,9:18:02 AM,Take-Off,,,,,
19,9.30056,0,9:18:02 AM,Take-Off,,,,,
20,9.30058,0,9:18:02 AM,Take-Off,,,,,
21,9.3006,0,9:18:02 AM,Take-Off,,,,,
22,9.30062,0,9:18:02 AM,Take-Off,,,,,
23,9.30065,0,9:18:02 AM,Take-Off,,,,,
24,9.30068,0,9:18:02 AM,Take-Off,,,,,
25,9.30071,0,9:18:03 AM,Take-Off,,,,,
26,9.30073,0,9:18:03 AM,Take-Off,,,,,
27,9.30076,0,9:18:03 AM,Take-Off,,,,,
28,9.30079,0,9:18:03 AM,Take-Off,,,,,
29,9.30082,0,9:18:03 AM,Take-Off,,,,,
30,9.30085,0,9:18:03 AM,Take-Off,,,,,
31,9.30088,0,9:18:03 AM,Take-Off,,,,,
32,9.30091,0,9:18:03 AM,Take-Off,,,,,
33,9.30094,0,9:18:03 AM,Take-Off,,,,,
34,9.30097,0,9:18:03 AM,Take-Off,,,,,
35,9.30101,0,9:18:04 AM,Take-Off,,,,,
36,9.30103,0,9:18:04 AM,Take-Off,,,,,
37,9.30106,0,9:18:04 AM,Take-Off,,,,,
38,9.30109,0,9:18:04 AM,Take-Off,,,,,
39,9.30113,0,9:18:04 AM,Take-Off,,,,,
40,9.30116,0,9:18:04 AM,Take-Off,,,,,
41,9.30118,0,9:18:04 AM,Take-Off,,,,,
42,9.30121,0,9:18:04 AM,Take-Off,,,,,
43,9.30123,0,9:18:04 AM,Take-Off,,,,,
44,9.30126,0,9:18:05 AM,Take-Off,,,,,
45,9.30129,0,9:18:05 AM,Take-Off,,,,,
46,9.30132,0,9:18:05 AM,Take-Off,,,,,
47,9.30134,0,9:18:05 AM,Take-Off,,,,,
48,9.30137,0,9:18:05 AM,Take-Off,,,,,
49,9.30139,0,9:18:05 AM,Take-Off,,,,,
50,9.30142,0,9:18:05 AM,Take-Off,,,,,
51,9.30145,0,9:18:05 AM,Take-Off,,,,,
52,9.30148,0,9:18:05 AM,Take-Off,,,,,
53,9.30151,0,9:18:05 AM,Take-Off,,,,,
54,9.30154,0,9:18:06 AM,Take-Off,,,,,
55,9.30157,0,9:18:06 AM,Take-Off,,,,,
56,9.3016,0,9:18:06 AM,Take-Off,,,,,
57,9.30163,0,9:18:06 AM,Take-Off,,,,,
58,9.30165,0,9:18:06 AM,Take-Off,,,,,
59,9.30168,0,9:18:06 AM,Take-Off,,,,,
60,9.30171,0,9:18:06 AM,Take-Off,,,,,
61,9.30174,0,9:18:06 AM,Take-Off,,,,,
62,9.30176,0,9:18:06 AM,Take-Off,,,,,
63,9.30179,0,9:18:06 AM,Take-Off,,,,,
64,9.30182,0,9:18:07 AM,Take-Off,,,,,
65,9.30185,0,9:18:07 AM,Take-Off,,,,,
66,9.30188,0,9:18:07 AM,Take-Off,,,,,
67,9.30192,0,9:18:07 AM,Take-Off,,,,,
68,9.30195,0,9:18:07 AM,Take-Off,,,,,
69,9.30198,0,9:18:07 AM,Take-Off,,,,,
70,9.30201,0,9:18:07 AM,Take-Off,,,,,
71,9.30202,0,9:18:07 AM,Take-Off,,,,,
72,9.30205,0,9:18:07 AM,Take-Off,,,,,
73,9.30209,0,9:18:08 AM,Take-Off,,,,,
74,9.30212,0,9:18:08 AM,Take-Off,,,,,
75,9.30215,0,9:18:08 AM,Take-Off,,,,,
76,9.30218,0,9:18:08 AM,Take-Off,,,,,
77,9.30221,0,9:18:08 AM,Take-Off,,,,,
78,9.30223,0,9:18:08 AM,Take-Off,,,,,
79,9.30226,0,9:18:08 AM,Take-Off,,,,,
80,9.30228,0,9:18:08 AM,Take-Off,,,,,
81,9.30231,0,9:18:08 AM,Take-Off,,,,,
82,9.30234,0,9:18:08 AM,Take-Off,,,,,
83,9.30237,0,9:18:09 AM,Take-Off,,,,,
84,9.3024,0,9:18:09 AM,Take-Off,,,,,
85,9.30243,0,9:18:09 AM,Take-Off,,,,,
86,9.30245,0,9:18:09 AM,Take-Off,,,,,
87,9.30249,0,9:18:09 AM,Take-Off,,,,,
88,9.30251,0,9:18:09 AM,Take-Off,,,,,
89,9.30255,0,9:18:09 AM,Take-Off,,,,,
90,9.30258,0,9:18:09 AM,Take-Off,,,,,
91,9.30261,0,9:18:09 AM,Take-Off,,,,,
92,9.30264,0,9:18:10 AM,Take-Off,,,,,
93,9.30266,0,9:18:10 AM,Take-Off,,,,,
94,9.30269,0,9:18:10 AM,Take-Off,,,,,
95,9.30272,0,9:18:10 AM,Take-Off,,,,,
96,9.30275,0,9:18:10 AM,Take-Off,,,,,
97,9.30278,0,9:18:10 AM,Take-Off,,,,,
98,9.30281,0,9:18:10 AM,Take-Off,,,,,
99,9.30284,0,9:18:10 AM,Take-Off,,,,,
100,9.30287,0,9:18:10 AM,Take-Off,,,,,
101,9.3029,0,9:18:10 AM,Take-Off,,,,,
102,9.30293,0,9:18:11 AM,Take-Off,,,,,
103,9.30296,0,9:18:11 AM,Take-Off,,,,,
104,9.30299,0,9:18:11 AM,Take-Off,,,,,
105,9.30302,0,9:18:11 AM,Take-Off,,,,,
106,9.30305,0,9:18:11 AM,Take-Off,,,,,
107,9.30307,0,9:18:11 AM,Take-Off,,,,,
108,9.3031,0,9:18:11 AM,Take-Off,,,,,
109,9.30313,0,9:18:11 AM,Take-Off,,,,,
110,9.30315,0,9:18:11 AM,Take-Off,,,,,
111,9.30319,0,9:18:11 AM,Take-Off,,,,,
112,9.30322,0,9:18:12 AM,Take-Off,,,,,
113,9.30325,0,9:18:12 AM,Take-Off,,,,,
114,9.30327,0,9:18:12 AM,Take-Off,,,,,
115,9.3033,0,9:18:12 AM,Take-Off,,,,,
116,9.30333,0,9:18:12 AM,Take-Off,,,,,
117,9.30336,0,9:18:12 AM,Take-Off,,,,,
118,9.30338,0,9:18:12 AM,Take-Off,,,,,
119,9.30341,0,9:18:12 AM,Take-Off,,,,,
120,9.30344,0,9:18:12 AM,Take-Off,,,,,
121,9.30347,0,9:18:12 AM,Take-Off,,,,,
122,9.30349,0,9:18:13 AM,Take-Off,,,,,
123,9.30352,0,9:18:13 AM,Take-Off,,,,,
124,9.30355,0,9:18:13 AM,Take-Off,,,,,
125,9.30358,0,9:18:13 AM,Take-Off,,,,,
126,9.3036,0,9:18:13 AM,Take-Off,,,,,
127,9.30363,0,9:18:13 AM,Take-Off,,,,,
128,9.30366,0,9:18:13 AM,Take-Off,,,,,
129,9.30369,0,9:18:13 AM,Take-Off,,,,,
130,9.30372,0,9:18:13 AM,Take-Off,,,,,
131,9.30375,0,9:18:13 AM,Take-Off,,,,,
132,9.30378,0,9:18:14 AM,Take-Off,,,,,
133,9.30381,0,9:18:14 AM,Take-Off,,,,,
134,9.30383,0,9:18:14 AM,Take-Off,,,,,
135,9.30386,0,9:18:14 AM,Take-Off,,,,,
136,9.30389,0,9:18:14 AM,Take-Off,,,,,
137,9.30392,0,9:18:14 AM,Take-Off,,,,,
138,9.30395,0,9:18:14 AM,Take-Off,,,,,
139,9.30398,0,9:18:14 AM,Take-Off,,,,,
140,9.30402,0,9:18:14 AM,Take-Off,,,,,
141,9.30405,0,9:18:15 AM,Take-Off,,,,,
142,9.30408,0,9:18:15 AM,Take-Off,,,,,
143,9.3041,0,9:18:15 AM,Take-Off,,,,,
144,9.30413,0,9:18:15 AM,Take-Off,,,,,
145,9.30415,0,9:18:15 AM,Take-Off,,,,,
146,9.30418,0,9:18:15 AM,Take-Off,,,,,
147,9.3042,0,9:18:15 AM,Take-Off,,,,,
148,9.30424,0,9:18:15 AM,Take-Off,,,,,
149,9.30428,0,9:18:15 AM,Take-Off,,,,,
150,9.30431,0,9:18:16 AM,Take-Off,,,,,
151,9.30434,0,9:18:16 AM,Take-Off,,,,,
152,9.30436,0,9:18:16 AM,Take-Off,,,,,
153,9.30439,0,9:18:16 AM,Take-Off,,,,,
154,9.30441,0,9:18:16 AM,Take-Off,,,,,
155,9.30444,0,9:18:16 AM,Take-Off,,,,,
156,9.30447,0,9:18:16 AM,Take-Off,,,,,
157,9.3045,0,9:18:16 AM,Take-Off,,,,,
158,9.30453,0,9:18:16 AM,Take-Off,,,,,
159,9.30455,0,9:18:16 AM,Take-Off,,,,,
160,9.30458,0,9:18:16 AM,Take-Off,,,,,
161,9.3046,0,9:18:17 AM,Take-Off,,,,,
162,9.30463,0,9:18:17 AM,Take-Off,,,,,
163,9.30466,0,9:18:17 AM,Take-Off,,,,,
164,9.30468,0,9:18:17 AM,Take-Off,,,,,
165,9.30471,0,9:18:17 AM,Take-Off,,,,,
166,9.30474,0,9:18:17 AM,Take-Off,,,,,
167,9.30477,0,9:18:17 AM,Take-Off,,,,,
168,9.3048,0,9:18:17 AM,Take-Off,,,,,
169,9.30483,0,9:18:17 AM,Take-Off,,,,,
170,9.30487,0,9:18:18 AM,Take-Off,,,,,
171,9.30489,0,9:18:18 AM,Take-Off,,,,,
172,9.30492,0,9:18:18 AM,Take-Off,,,,,
173,9.30494,0,9:18:18 AM,Take-Off,,,,,
174,9.30497,0,9:18:18 AM,Take-Off,,,,,
175,9.305,0,9:18:18 AM,Take-Off,,,,,
176,9.30503,0,9:18:18 AM,Take-Off,,,,,
177,9.30505,0,9:18:18 AM,Take-Off,,,,,
178,9.30508,0,9:18:18 AM,Take-Off,,,,,
179,9.30511,0,9:18:18 AM,Take-Off,,,,,
180,9.30513,0,9:18:18 AM,Take-Off,,,,,
181,9.30517,0,9:18:19 AM,Take-Off,,,,,
182,9.3052,0,9:18:19 AM,Take-Off,,,,,
183,9.30523,0,9:18:19 AM,Take-Off,,,,,
184,9.30526,0,9:18:19 AM,Take-Off,,,,,
185,9.30529,0,9:18:19 AM,Take-Off,,,,,
186,9.30532,0,9:18:19 AM,Take-Off,,,,,
187,9.30534,0,9:18:19 AM,Take-Off,,,,,
188,9.30537,0,9:18:19 AM,Take-Off,,,,,
189,9.3054,0,9:18:19 AM,Take-Off,,,,,
190,9.30543,0,9:18:20 AM,Take-Off,,,,,
191,9.30545,0,9:18:20 AM,Take-Off,,,,,
192,9.30549,0,9:18:20 AM,Take-Off,,,,,
193,9.30552,0,9:18:20 AM,Take-Off,,,,,
194,9.30555,0,9:18:20 AM,Take-Off,,,,,
195,9.30558,0,9:18:20 AM,Take-Off,,,,,
196,9.30561,0,9:18:20 AM,Take-Off,,,,,
197,9.30563,0,9:18:20 AM,Take-Off,,,,,
198,9.30567,0,9:18:20 AM,Take-Off,,,,,
199,9.3057,0,9:18:21 AM,Take-Off,,,,,
200,9.30572,0,9:18:21 AM,Take-Off,,,,,
201,9.30575,0,9:18:21 AM,Take-Off,,,,,
202,9.30578,0,9:18:21 AM,Take-Off,,,,,
203,9.30581,0,9:18:21 AM,Take-Off,,,,,
204,9.30584,0,9:18:21 AM,Take-Off,,,,,
205,9.30587,0,9:18:21 AM,Take-Off,,,,,
206,9.30589,0,9:18:21 AM,Take-Off,,,,,
207,9.30592,0,9:18:21 AM,Take-Off,,,,,
208,9.30595,0,9:18:21 AM,Take-Off,,,,,
209,9.30598,0,9:18:22 AM,Take-Off,,,,,
210,9.30601,0,9:18:22 AM,Take-Off,,,,,
211,9.30604,0,9:18:22 AM,Take-Off,,,,,
212,9.30607,0,9:18:22 AM,Take-Off,,,,,
213,9.30609,0,9:18:22 AM,Take-Off,,,,,
214,9.30613,0,9:18:22 AM,Take-Off,,,,,
215,9.30615,0,9:18:22 AM,Take-Off,,,,,
216,9.30618,0,9:18:22 AM,Take-Off,,,,,
217,9.30621,0,9:18:22 AM,Take-Off,,,,,
218,9.30624,0,9:18:22 AM,Take-Off,,,,,
219,9.30628,0,9:18:23 AM,Take-Off,,,,,
220,9.3063,0,9:18:23 AM,Take-Off,,,,,
221,9.30634,0,9:18:23 AM,Take-Off,,,,,
222,9.30637,0,9:18:23 AM,Take-Off,,,,,
223,9.30639,0,9:18:23 AM,Take-Off,,,,,
224,9.30642,0,9:18:23 AM,Take-Off,,,,,
225,9.30645,0,9:18:23 AM,Take-Off,,,,,
226,9.30648,0,9:18:23 AM,Take-Off,,,,,
227,9.30651,0,9:18:23 AM,Take-Off,,,,,
228,9.30654,0,9:18:24 AM,Take-Off,,,,,
229,9.30657,0,9:18:24 AM,Take-Off,,,,,
230,9.3066,0,9:18:24 AM,Take-Off,,,,,
231,9.30663,0,9:18:24 AM,Take-Off,,,,,
232,9.30665,0,9:18:24 AM,Take-Off,,,,,
233,9.30668,0,9:18:24 AM,Take-Off,,,,,
234,9.30671,0,9:18:24 AM,Take-Off,,,,,
235,9.30674,0,9:18:24 AM,Take-Off,,,,,
236,9.30677,0,9:18:24 AM,Take-Off,,,,,
237,9.3068,0,9:18:24 AM,Take-Off,,,,,
238,9.30682,0,9:18:25 AM,Take-Off,,,,,
239,9.30685,0,9:18:25 AM,Take-Off,,,,,
240,9.30688,0,9:18:25 AM,Take-Off,,,,,
241,9.30691,0,9:18:25 AM,Take-Off,,,,,
242,9.30695,0,9:18:25 AM,Take-Off,,,,,
243,9.30698,0,9:18:25 AM,Take-Off,,,,,
244,9.30701,0,9:18:25 AM,Take-Off,,,,,
245,9.30703,0,9:18:25 AM,Take-Off,,,,,
246,9.30706,0,9:18:25 AM,Take-Off,,,,,
247,9.30708,0,9:18:25 AM,Take-Off,,,,,
248,9.30712,0,9:18:26 AM,Take-Off,,,,,
249,9.30714,0,9:18:26 AM,Take-Off,,,,,
250,9.30717,0,9:18:26 AM,Take-Off,,,,,
251,9.3072,0,9:18:26 AM,Take-Off,,,,,
252,9.30723,0,9:18:26 AM,Take-Off,,,,,
253,9.30726,0,9:18:26 AM,Take-Off,,,,,
254,9.30729,0,9:18:26 AM,Take-Off,,,,,
255,9.30732,0,9:18:26 AM,Take-Off,,,,,
256,9.30734,0,9:18:26 AM,Take-Off,,,,,
257,9.30737,0,9:18:27 AM,Take-Off,,,,,
258,9.3074,0,9:18:27 AM,Take-Off,,,,,
259,9.30743,0,9:18:27 AM,Take-Off,,,,,
260,9.30746,0,9:18:27 AM,Take-Off,,,,,
261,9.30748,0,9:18:27 AM,Take-Off,,,,,
262,9.30752,0,9:18:27 AM,Take-Off,,,,,
263,9.30754,0,9:18:27 AM,Take-Off,,,,,
264,9.30757,0,9:18:27 AM,Take-Off,,,,,
265,9.3076,0,9:18:27 AM,Take-Off,,,,,
266,9.30763,0,9:18:27 AM,Take-Off,,,,,
267,9.30766,0,9:18:28 AM,Take-Off,,,,,
268,9.30769,0,9:18:28 AM,Take-Off,,,,,
269,9.30772,0,9:18:28 AM,Take-Off,,,,,
270,9.30775,0,9:18:28 AM,Take-Off,,,,,
271,9.30778,0,9:18:28 AM,Take-Off,,,,,
272,9.30781,0,9:18:28 AM,Take-Off,,,,,
273,9.30783,0,9:18:28 AM,Take-Off,,,,,
274,9.30786,0,9:18:28 AM,Take-Off,,,,,
275,9.30789,0,9:18:28 AM,Take-Off,,,,,
276,9.30792,0,9:18:29 AM,Take-Off,,,,,
277,9.30795,0,9:18:29 AM,Take-Off,,,,,
278,9.30797,0,9:18:29 AM,Take-Off,,,,,
279,9.308,0,9:18:29 AM,Take-Off,,,,,
280,9.30803,0,9:18:29 AM,Take-Off,,,,,
281,9.30806,0,9:18:29 AM,Take-Off,,,,,
282,9.30808,0,9:18:29 AM,Take-Off,,,,,
283,9.30811,0,9:18:29 AM,Take-Off,,,,,
284,9.30814,0,9:18:29 AM,Take-Off,,,,,
285,9.30817,0,9:18:29 AM,Take-Off,,,,,
286,9.3082,0,9:18:30 AM,Take-Off,,,,,
287,9.30823,0,9:18:30 AM,Take-Off,,,,,
288,9.30826,0,9:18:30 AM,Take-Off,,,,,
289,9.30829,0,9:18:30 AM,Take-Off,,,,,
290,9.30832,0,9:18:30 AM,Take-Off,,,,,
291,9.30834,0,9:18:30 AM,Take-Off,,,,,
292,9.30837,0,9:18:30 AM,Take-Off,,,,,
293,9.3084,0,9:18:30 AM,Take-Off,,,,,
294,9.30843,0,9:18:30 AM,Take-Off,,,,,
295,9.30845,0,9:18:30 AM,Take-Off,,,,,
296,9.30849,0,9:18:31 AM,Take-Off,,,,,
297,9.30852,0,9:18:31 AM,Take-Off,,,,,
298,9.30854,0,9:18:31 AM,Take-Off,,,,,
299,9.30856,0,9:18:31 AM,Take-Off,,,,,
300,9.30859,0,9:18:31 AM,Take-Off,,,,,
301,9.30862,0,9:18:31 AM,Take-Off,,,,,
302,9.30865,0,9:18:31 AM,Take-Off,,,,,
303,9.30868,0,9:18:31 AM,Take-Off,,,,,
304,9.30871,0,9:18:31 AM,Take-Off,,,,,
305,9.30874,0,9:18:31 AM,Take-Off,,,,,
306,9.30877,0,9:18:32 AM,Take-Off,,,,,
307,9.30879,0,9:18:32 AM,Take-Off,,,,,
308,9.30882,0,9:18:32 AM,Take-Off,,,,,
309,9.30884,0,9:18:32 AM,Take-Off,,,,,
310,9.30887,0,9:18:32 AM,Take-Off,,,,,
311,9.3089,0,9:18:32 AM,Take-Off,,,,,
312,9.30893,0,9:18:32 AM,Take-Off,,,,,
313,9.30895,0,9:18:32 AM,Take-Off,,,,,
314,9.30898,0,9:18:32 AM,Take-Off,,,,,
315,9.30901,0,9:18:32 AM,Take-Off,,,,,
316,9.30904,0,9:18:33 AM,Take-Off,,,,,
317,9.30906,0,9:18:33 AM,Take-Off,,,,,
318,9.30909,0,9:18:33 AM,Take-Off,,,,,
319,9.30912,0,9:18:33 AM,Take-Off,,,,,
320,9.30915,0,9:18:33 AM,Take-Off,,,,,
321,9.30918,0,9:18:33 AM,Take-Off,,,,,
322,9.30921,0,9:18:33 AM,Take-Off,,,,,
323,9.30924,0,9:18:33 AM,Take-Off,,,,,
324,9.30927,0,9:18:33 AM,Take-Off,,,,,
325,9.3093,0,9:18:33 AM,Take-Off,,,,,
326,9.30932,0,9:18:34 AM,Take-Off,,,,,
327,9.30935,0,9:18:34 AM,Take-Off,,,,,
328,9.30938,0,9:18:34 AM,Take-Off,,,,,
329,9.30941,0,9:18:34 AM,Take-Off,,,,,
330,9.30944,0,9:18:34 AM,Take-Off,,,,,
331,9.30947,0,9:18:34 AM,Take-Off,,,,,
332,9.30949,0,9:18:34 AM,Take-Off,,,,,
333,9.30953,0,9:18:34 AM,Take-Off,,,,,
334,9.30956,0,9:18:34 AM,Take-Off,,,,,
335,9.30958,0,9:18:34 AM,Take-Off,,,,,
336,9.30961,0,9:18:35 AM,Take-Off,,,,,
337,9.30964,0,9:18:35 AM,Take-Off,,,,,
338,9.30967,0,9:18:35 AM,Take-Off,,,,,
339,9.3097,0,9:18:35 AM,Take-Off,,,,,
340,9.30972,0,9:18:35 AM,Take-Off,,,,,
341,9.30975,0,9:18:35 AM,Take-Off,,,,,
342,9.30978,0,9:18:35 AM,Take-Off,,,,,
343,9.30982,0,9:18:35 AM,Take-Off,,,,,
344,9.30984,0,9:18:35 AM,Take-Off,,,,,
345,9.30987,0,9:18:36 AM,Take-Off,,,,,
346,9.30989,0,9:18:36 AM,Take-Off,,,,,
347,9.30992,0,9:18:36 AM,Take-Off,,,,,
348,9.30995,0,9:18:36 AM,Take-Off,,,,,
349,9.30998,0,9:18:36 AM,Take-Off,,,,,
350,9.31001,0,9:18:36 AM,Take-Off,,,,,
351,9.31004,0,9:18:36 AM,Take-Off,,,,,
352,9.31007,0,9:18:36 AM,Take-Off,,,,,
353,9.31009,0,9:18:36 AM,Take-Off,,,,,
354,9.31012,0,9:18:36 AM,Take-Off,,,,,
355,9.31015,0,9:18:37 AM,Take-Off,,,,,
356,9.31018,0,9:18:37 AM,Take-Off,,,,,
357,9.31021,0,9:18:37 AM,Take-Off,,,,,
358,9.31023,0,9:18:37 AM,Take-Off,,,,,
359,9.31026,0,9:18:37 AM,Take-Off,,,,,
360,9.31029,0,9:18:37 AM,Take-Off,,,,,
361,9.31032,0,9:18:37 AM,Take-Off,,,,,
362,9.31036,0,9:18:37 AM,Take-Off,,,,,
363,9.31039,0,9:18:37 AM,Take-Off,,,,,
364,9.31041,0,9:18:37 AM,Take-Off,,,,,
365,9.31044,0,9:18:38 AM,Take-Off,,,,,
366,9.31048,0,9:18:38 AM,Take-Off,,,,,
367,9.3105,0,9:18:38 AM,Take-Off,,,,,
368,9.31053,0,9:18:38 AM,Take-Off,,,,,
369,9.31056,0,9:18:38 AM,Take-Off,,,,,
370,9.31059,0,9:18:38 AM,Take-Off,,,,,
371,9.31062,0,9:18:38 AM,Take-Off,,,,,
372,9.31064,0,9:18:38 AM,Take-Off,,,,,
373,9.31067,0,9:18:38 AM,Take-Off,,,,,
374,9.3107,0,9:18:39 AM,Take-Off,,,,,
375,9.31073,0,9:18:39 AM,Take-Off,,,,,
376,9.31076,0,9:18:39 AM,Take-Off,,,,,
377,9.3108,0,9:18:39 AM,Take-Off,,,,,
378,9.31083,0,9:18:39 AM,Take-Off,,,,,
379,9.31085,0,9:18:39 AM,Take-Off,,,,,
380,9.31088,0,9:18:39 AM,Take-Off,,,,,
381,9.31092,0,9:18:39 AM,Take-Off,,,,,
382,9.31095,0,9:18:39 AM,Take-Off,,,,,
383,9.31098,0,9:18:40 AM,Take-Off,,,,,
384,9.311,0,9:18:40 AM,Take-Off,,,,,
385,9.31103,0,9:18:40 AM,Take-Off,,,,,
386,9.31106,0,9:18:40 AM,Take-Off,,,,,
387,9.31109,0,9:18:40 AM,Take-Off,,,,,
388,9.3111,0,9:18:40 AM,Take-Off,,,,,
389,9.31113,0,9:18:40 AM,Take-Off,,,,,
390,9.31116,0,9:18:40 AM,Take-Off,,,,,
391,9.31118,0,9:18:40 AM,Take-Off,,,,,
392,9.31121,0,9:18:40 AM,Take-Off,,,,,
393,9.31124,0,9:18:40 AM,Take-Off,,,,,
394,9.31126,0,9:18:41 AM,Take-Off,,,,,
395,9.31129,0,9:18:41 AM,Take-Off,,,,,
396,9.31132,0,9:18:41 AM,Take-Off,,,,,
397,9.31135,0,9:18:41 AM,Take-Off,,,,,
398,9.31137,0,9:18:41 AM,Take-Off,,,,,
399,9.3114,0,9:18:41 AM,Take-Off,,,,,
400,9.31143,0,9:18:41 AM,Take-Off,,,,,
401,9.31146,0,9:18:41 AM,Take-Off,,,,,
402,9.31149,0,9:18:41 AM,Take-Off,,,,,
403,9.31152,0,9:18:41 AM,Take-Off,,,,,
404,9.31155,0,9:18:42 AM,Take-Off,,,,,
405,9.31157,0,9:18:42 AM,Take-Off,,,,,
406,9.3116,0,9:18:42 AM,Take-Off,,,,,
407,9.31163,0,9:18:42 AM,Take-Off,,,,,
408,9.31166,0,9:18:42 AM,Take-Off,,,,,
409,9.31168,0,9:18:42 AM,Take-Off,,,,,
410,9.31171,0,9:18:42 AM,Take-Off,,,,,
411,9.31173,0,9:18:42 AM,Take-Off,,,,,
412,9.31176,0,9:18:42 AM,Take-Off,,,,,
413,9.31179,0,9:18:42 AM,Take-Off,,,,,
414,9.31182,0,9:18:43 AM,Take-Off,,,,,
415,9.31184,0,9:18:43 AM,Take-Off,,,,,
416,9.31187,0,9:18:43 AM,Take-Off,,,,,
417,9.3119,0,9:18:43 AM,Take-Off,,,,,
418,9.31193,0,9:18:43 AM,Take-Off,,,,,
419,9.31196,0,9:18:43 AM,Take-Off,,,,,
420,9.31199,0,9:18:43 AM,Take-Off,,,,,
421,9.31201,0,9:18:43 AM,Take-Off,,,,,
422,9.31203,0,9:18:43 AM,Take-Off,,,,,
423,9.31206,0,9:18:43 AM,Take-Off,,,,,
424,9.31209,0,9:18:44 AM,Take-Off,,,,,
425,9.31212,0,9:18:44 AM,Take-Off,,,,,
426,9.31214,0,9:18:44 AM,Take-Off,,,,,
427,9.31217,0,9:18:44 AM,Take-Off,,,,,
428,9.3122,0,9:18:44 AM,Take-Off,,,,,
429,9.31223,0,9:18:44 AM,Take-Off,,,,,
430,9.31227,0,9:18:44 AM,Take-Off,,,,,
431,9.31229,0,9:18:44 AM,Take-Off,,,,,
432,9.31233,0,9:18:44 AM,Take-Off,,,,,
433,9.31235,0,9:18:44 AM,Take-Off,,,,,
434,9.31238,0,9:18:45 AM,Take-Off,,,,,
435,9.31241,0,9:18:45 AM,Take-Off,,,,,
436,9.31245,0,9:18:45 AM,Take-Off,,,,,
437,9.31248,0,9:18:45 AM,Take-Off,,,,,
438,9.31251,0,9:18:45 AM,Take-Off,,,,,
439,9.31254,0,9:18:45 AM,Take-Off,,,,,
440,9.31257,0,9:18:45 AM,Take-Off,,,,,
441,9.31259,0,9:18:45 AM,Take-Off,,,,,
442,9.31262,0,9:18:45 AM,Take-Off,,,,,
443,9.31265,0,9:18:46 AM,Take-Off,,,,,
444,9.31268,0,9:18:46 AM,Take-Off,,,,,
445,9.31271,0,9:18:46 AM,Take-Off,,,,,
446,9.31273,0,9:18:46 AM,Take-Off,,,,,
447,9.31276,0,9:18:46 AM,Take-Off,,,,,
448,9.31279,0,9:18:46 AM,Take-Off,,,,,
449,9.31282,0,9:18:46 AM,Take-Off,,,,,
450,9.31284,0,9:18:46 AM,Take-Off,,,,,
451,9.31287,0,9:18:46 AM,Take-Off,,,,,
452,9.3129,0,9:18:46 AM,Take-Off,,,,,
453,9.31292,0,9:18:47 AM,Take-Off,,,,,
454,9.31295,0,9:18:47 AM,Take-Off,,,,,
455,9.31299,0,9:18:47 AM,Take-Off,,,,,
456,9.31301,0,9:18:47 AM,Take-Off,,,,,
457,9.31304,0,9:18:47 AM,Take-Off,,,,,
458,9.31307,0,9:18:47 AM,Take-Off,,,,,
459,9.3131,0,9:18:47 AM,Take-Off,,,,,
460,9.31313,0,9:18:47 AM,Take-Off,,,,,
461,9.31315,0,9:18:47 AM,Take-Off,,,,,
462,9.31317,0,9:18:47 AM,Take-Off,,,,,
463,9.3132,0,9:18:48 AM,Take-Off,,,,,
464,9.31323,0,9:18:48 AM,Take-Off,,,,,
465,9.31325,0,9:18:48 AM,Take-Off,,,,,
466,9.31328,0,9:18:48 AM,Take-Off,,,,,
467,9.31331,0,9:18:48 AM,Take-Off,,,,,
468,9.31334,0,9:18:48 AM,Take-Off,,,,,
469,9.31337,0,9:18:48 AM,Take-Off,,,,,
470,9.31339,0,9:18:48 AM,Take-Off,,,,,
471,9.31342,0,9:18:48 AM,Take-Off,,,,,
472,9.31345,0,9:18:48 AM,Take-Off,,,,,
473,9.31347,0,9:18:48 AM,Take-Off,,,,,
474,9.3135,0,9:18:49 AM,Take-Off,,,,,
475,9.31354,0,9:18:49 AM,Take-Off,,,,,
476,9.31356,0,9:18:49 AM,Take-Off,,,,,
477,9.31359,0,9:18:49 AM,Take-Off,,,,,
478,9.31362,0,9:18:49 AM,Take-Off,,,,,
479,9.31365,0,9:18:49 AM,Take-Off,,,,,
480,9.31368,0,9:18:49 AM,Take-Off,,,,,
481,9.3137,0,9:18:49 AM,Take-Off,,,,,
